Player Name,Club Name,Standard,Expected,,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG
Nadir Zortea,Frosinone,it ITA,DF,24,14.0,1,10,4,40.0,0.72,0.29,0.10,0.25,22.3,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
Emanuele Valeri,Frosinone,it ITA,DF,24,13.1,0,19,3,15.8,1.45,0.23,0.00,0.00,24.4,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
Abdou Harroui,Frosinone,nl NED,"MF,FW",25,13.1,4,36,14,38.9,2.75,1.07,0.08,0.21,21.1,0,1,1,3.1,2.3,0.07,-0.1,-0.3,Matches
Reinier,Frosinone,br BRA,"MF,FW",21,12.2,3,15,7,46.7,1.23,0.57,0.20,0.43,16.3,0,0,0,1.3,1.3,0.09,+0.7,+0.7,Matches
Michele Cerofolini,Frosinone,it ITA,GK,24,10.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kaio Jorge,Frosinone,br BRA,FW,21,10.2,3,26,13,50.0,2.54,1.27,0.08,0.15,14.9,1,1,2,5.4,3.8,0.16,-2.4,-1.8,Matches
Luca Garritano,Frosinone,it ITA,"MF,DF",29,7.6,0,17,4,23.5,2.25,0.53,0.00,0.00,18.9,1,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Arijon Ibrahimović,Frosinone,de GER,"FW,DF",17,6.6,2,18,6,33.3,2.72,0.91,0.11,0.33,20.7,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
Jaime Báez,Frosinone,uy URU,"FW,MF",28,6.4,1,9,2,22.2,1.41,0.31,0.11,0.50,23.5,1,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
Marvin Cuni,Frosinone,al ALB,FW,22,6.2,1,10,2,20.0,1.61,0.32,0.10,0.50,14.3,1,0,0,1.3,1.3,0.13,-0.3,-0.3,Matches
Giuseppe Caso,Frosinone,it ITA,"FW,MF",24,6.1,1,12,7,58.3,1.95,1.14,0.08,0.14,19.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Mateus Lusuardi,Frosinone,br BRA,DF,19,4.4,0,1,0,0.0,0.23,0.00,0.00,,9.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Mehdi Bourabia,Frosinone,ma MAR,MF,31,3.8,0,2,0,0.0,0.53,0.00,0.00,,17.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Kevin Bonifazi,Frosinone,it ITA,DF,27,3.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Demba Seck,Frosinone,sn SEN,"FW,MF",22,3.3,0,7,2,28.6,2.11,0.60,0.00,0.00,16.8,0,0,0,1.1,1.1,0.16,-1.1,-1.1,Matches
Giorgi Kvernadze,Frosinone,ge GEO,"FW,DF",20,2.1,0,3,2,66.7,1.40,0.93,0.00,0.00,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Farés Ghedjemis,Frosinone,fr FRA,"FW,MF",20,2.0,0,3,2,66.7,1.48,0.99,0.00,0.00,17.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Gennaro Borrelli,Frosinone,it ITA,FW,23,1.0,0,1,1,100.0,1.02,1.02,0.00,0.00,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Karlo Lulić,Frosinone,hr CRO,MF,27,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Luigi Canotto,Frosinone,it ITA,FW,29,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Przemysław Szymiński,Frosinone,pl POL,MF,29,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rubén Alcaraz,Cádiz,es ESP,MF,32,34.8,3,46,10,21.7,1.32,0.29,0.02,0.10,24.9,8,2,2,3.3,1.7,0.04,-0.3,-0.7,Matches
Jeremías Ledesma,Cádiz,ar ARG,GK,30,33.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Chris Ramos,Cádiz,es ESP,"FW,MF",26,29.0,5,76,27,35.5,2.62,0.93,0.07,0.19,12.0,0,0,0,10.1,10.1,0.13,-5.1,-5.1,Matches
Isaac Carcelen,Cádiz,es ESP,DF,30,29.0,0,10,3,30.0,0.34,0.10,0.00,0.00,20.2,1,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Fali,Cádiz,es ESP,DF,29,28.3,0,11,3,27.3,0.39,0.11,0.00,0.00,15.6,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
Javi Hernández ,Cádiz,es ESP,DF,25,27.9,1,30,8,26.7,1.07,0.29,0.03,0.13,24.0,6,0,0,1.4,1.4,0.05,-0.4,-0.4,Matches
Roberto Navarro,Cádiz,es ESP,"MF,FW",21,21.7,1,31,9,29.0,1.43,0.41,0.03,0.11,19.1,0,0,0,2.1,2.1,0.07,-1.1,-1.1,Matches
Víctor Chust,Cádiz,es ESP,DF,23,21.7,0,4,0,0.0,0.18,0.00,0.00,,9.7,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Gonzalo Escalante,Cádiz,ar ARG,MF,30,18.9,1,14,3,21.4,0.74,0.16,0.07,0.33,17.4,0,0,0,1.9,1.9,0.14,-0.9,-0.9,Matches
Iván Alejo,Cádiz,es ESP,MF,28,18.8,0,11,2,18.2,0.59,0.11,0.00,0.00,21.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Rubén Sobrino,Cádiz,es ESP,"MF,FW",31,18.4,0,21,3,14.3,1.14,0.16,0.00,0.00,17.9,0,0,0,1.8,1.8,0.09,-1.8,-1.8,Matches
Lucas,Cádiz,br BRA,DF,22,18.1,1,12,5,41.7,0.66,0.28,0.08,0.20,21.5,3,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
Roger Martí,Cádiz,es ESP,FW,32,15.1,2,33,12,36.4,2.19,0.79,0.06,0.17,17.8,0,0,0,2.8,2.8,0.08,-0.8,-0.8,Matches
Álex Fernández,Cádiz,es ESP,MF,30,14.3,0,7,1,14.3,0.49,0.07,0.00,0.00,24.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Maxi Gómez,Cádiz,uy URU,FW,26,13.2,0,16,6,37.5,1.21,0.45,0.00,0.00,14.3,1,0,0,1.6,1.6,0.10,-1.6,-1.6,Matches
Juanmi,Cádiz,es ESP,FW,30,9.7,3,14,7,50.0,1.44,0.72,0.21,0.43,12.6,0,0,0,2.5,2.5,0.18,+0.5,+0.5,Matches
Rominigue Kouamé,Cádiz,ml MLI,MF,26,9.1,0,5,0,0.0,0.55,0.00,0.00,,22.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Joseba Zaldúa,Cádiz,es ESP,DF,31,8.8,0,2,0,0.0,0.23,0.00,0.00,,34.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Darwin Machís,Cádiz,ve VEN,MF,30,8.7,4,20,9,45.0,2.29,1.03,0.15,0.33,24.2,1,1,1,1.4,0.6,0.03,+2.6,+2.4,Matches
Jorge Meré,Cádiz,es ESP,DF,26,8.5,0,5,1,20.0,0.59,0.12,0.00,0.00,18.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Luis Hernández,Cádiz,es ESP,DF,34,8.0,1,1,1,100.0,0.12,0.12,1.00,1.00,2.2,0,0,0,1.0,1.0,0.95,0.0,0.0,Matches
Sergi Guardiola,Cádiz,es ESP,"FW,MF",32,6.5,1,15,6,40.0,2.31,0.92,0.07,0.17,16.9,0,0,0,1.8,1.8,0.13,-0.8,-0.8,Matches
Aiham Ousou,Cádiz,sy SYR,DF,23,4.8,0,2,0,0.0,0.42,0.00,0.00,,13.3,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
David Gil,Cádiz,es ESP,GK,29,4.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Brian Ocampo,Cádiz,uy URU,"MF,FW",24,3.5,1,5,2,40.0,1.43,0.57,0.20,0.50,23.0,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
Mamadou Mbaye,Cádiz,sn SEN,DF,25,3.5,0,3,2,66.7,0.87,0.58,0.00,0.00,7.9,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches
Fede San Emeterio,Cádiz,es ESP,MF,26,2.2,2,2,2,100.0,0.91,0.91,1.00,1.00,5.0,0,0,0,0.1,0.1,0.06,+0.9,+0.9,Matches
Álvaro Negredo,Cádiz,es ESP,"FW,MF",37,1.6,0,5,1,20.0,3.12,0.62,0.00,0.00,29.1,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Diadie Samassékou,Cádiz,ml MLI,MF,27,1.0,0,1,1,100.0,0.98,0.98,0.00,0.00,25.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
José Mari,Cádiz,es ESP,"MF,FW",35,1.0,0,2,1,50.0,1.98,0.99,0.00,0.00,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Victor Wehbi,Cádiz,br BRA,GK,20,1.0,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Moussa Diakité,Cádiz,ml MLI,MF,19,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Karl Etta,Cádiz,cm CMR,FW,19,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Milutin Osmajić,Cádiz,me MNE,MF,24,0.1,0,2,0,0.0,36.00,0.00,0.00,,12.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Borja Vázquez,Cádiz,es ESP,FW,18,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alexandre Oukidja,Metz,dz ALG,GK,35,34.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Danley Jean-Jacques,Metz,ht HAI,MF,23,30.2,0,35,5,14.3,1.16,0.17,0.00,0.00,20.4,0,0,0,2.9,2.9,0.08,-2.9,-2.9,Matches
Matthieu Udol,Metz,fr FRA,DF,27,30.0,3,19,7,36.8,0.63,0.23,0.16,0.43,12.3,0,0,0,1.4,1.4,0.07,+1.6,+1.6,Matches
Ismaël Traoré,Metz,ci CIV,DF,36,25.7,2,10,4,40.0,0.39,0.16,0.20,0.50,11.9,0,0,0,0.8,0.8,0.08,+1.2,+1.2,Matches
Lamine Camara,Metz,sn SEN,MF,19,25.1,1,29,8,27.6,1.16,0.32,0.03,0.13,28.4,4,0,1,2.2,1.4,0.05,-1.2,-0.4,Matches
Maxime Colin,Metz,fr FRA,DF,31,21.4,0,7,0,0.0,0.33,0.00,0.00,,22.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Kévin Van Den Kerkhof,Metz,dz ALG,"FW,MF",27,21.3,1,21,7,33.3,0.99,0.33,0.05,0.14,19.3,0,0,0,1.5,1.5,0.07,-0.5,-0.5,Matches
Fali Candé,Metz,gw GNB,DF,25,20.5,0,13,7,53.8,0.63,0.34,0.00,0.00,21.4,2,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
Georges Mikautadze,Metz,ge GEO,FW,22,19.4,13,55,24,43.6,2.83,1.24,0.18,0.42,17.7,4,3,3,9.5,7.2,0.13,+3.5,+2.8,Matches
Christophe Hérelle,Metz,mq MTQ,DF,30,19.0,0,5,1,20.0,0.26,0.05,0.00,0.00,21.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Kévin N'Doram,Metz,fr FRA,MF,27,18.5,0,8,1,12.5,0.43,0.05,0.00,0.00,20.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Cheikh Tidiane Sabaly,Metz,sn SEN,"FW,MF",24,15.8,3,23,9,39.1,1.45,0.57,0.13,0.33,17.6,0,0,0,2.7,2.7,0.13,+0.3,+0.3,Matches
Arthur Atta,Metz,fr FRA,"MF,FW",20,11.3,1,10,4,40.0,0.89,0.36,0.10,0.25,16.2,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
Koffi Kouao,Metz,ci CIV,DF,25,10.6,0,7,1,14.3,0.66,0.09,0.00,0.00,21.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Sadibou Sané,Metz,sn SEN,DF,19,10.3,1,6,1,16.7,0.58,0.10,0.17,1.00,14.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Ablie Jallow,Metz,gm GAM,"MF,FW",24,10.2,3,17,6,35.3,1.67,0.59,0.12,0.33,21.7,1,1,1,2.0,1.2,0.07,+1.0,+0.8,Matches
Papa Amadou Diallo,Metz,sn SEN,FW,19,10.1,2,13,5,38.5,1.29,0.50,0.15,0.40,14.7,0,0,0,2.6,2.6,0.20,-0.6,-0.6,Matches
Joel Asoro,Metz,se SWE,"FW,MF",24,9.9,2,6,3,50.0,0.60,0.30,0.33,0.67,15.4,0,0,0,0.6,0.6,0.10,+1.4,+1.4,Matches
Simon Elisor,Metz,fr FRA,FW,24,8.5,1,13,6,46.2,1.53,0.70,0.08,0.17,16.7,0,0,1,2.3,1.5,0.11,-1.3,-0.5,Matches
Joseph Nduquidi,Metz,fr FRA,"MF,DF",18,8.3,0,4,1,25.0,0.48,0.12,0.00,0.00,19.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Didier Lamkel Zé,Metz,cm CMR,"FW,MF",26,6.1,1,11,3,27.3,1.80,0.49,0.09,0.33,16.4,0,0,0,1.6,1.6,0.14,-0.6,-0.6,Matches
Benjamin Tetteh,Metz,gh GHA,"FW,MF",26,4.0,0,5,2,40.0,1.25,0.50,0.00,0.00,17.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
Oscar Estupiñan,Metz,co COL,FW,26,2.9,0,6,1,16.7,2.08,0.35,0.00,0.00,15.0,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
Malick Mbaye,Metz,sn SEN,"MF,FW",19,2.5,0,4,0,0.0,1.59,0.00,0.00,,18.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
Abou Lô,Metz,sn SEN,"MF,DF",23,2.2,0,1,0,0.0,0.46,0.00,0.00,,7.8,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches
Habib Maïga,Metz,ci CIV,"MF,FW",27,1.6,0,2,0,0.0,1.22,0.00,0.00,,9.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Ibou Sané,Metz,sn SEN,"MF,FW",18,1.5,1,2,1,50.0,1.33,0.67,0.50,1.00,16.9,0,0,0,0.7,0.7,0.35,+0.3,+0.3,Matches
Youssef Maziz,Metz,fr FRA,"FW,MF",25,1.4,1,3,1,33.3,2.18,0.73,0.33,1.00,19.4,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
Jean Frederic N'Guessan,Metz,ci CIV,"MF,FW",20,1.3,0,3,1,33.3,2.31,0.77,0.00,0.00,28.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Guillaume Dietsch,Metz,fr FRA,GK,22,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Yvon Mvogo,Lorient,ch SUI,GK,29,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Laurent Abergel,Lorient,fr FRA,MF,30,32.8,2,27,12,44.4,0.82,0.37,0.07,0.17,26.5,0,0,0,1.1,1.1,0.04,+0.9,+0.9,Matches
Julien Ponceau,Lorient,fr FRA,MF,22,25.9,3,35,13,37.1,1.35,0.50,0.09,0.23,19.9,0,0,0,3.3,3.3,0.10,-0.3,-0.3,Matches
Montassar Talbi,Lorient,tn TUN,DF,25,24.5,0,5,2,40.0,0.20,0.08,0.00,0.00,16.6,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
Souleymane Touré,Lorient,fr FRA,DF,20,22.8,1,18,9,50.0,0.79,0.39,0.06,0.11,11.4,0,0,0,1.7,1.7,0.10,-0.7,-0.7,Matches
Julien Laporte,Lorient,fr FRA,DF,29,20.7,0,13,1,7.7,0.63,0.05,0.00,0.00,12.3,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
Théo Le Bris,Lorient,fr FRA,"DF,MF",20,17.8,0,13,2,15.4,0.73,0.11,0.00,0.00,17.4,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches
Romain Faivre,Lorient,fr FRA,"MF,FW",25,16.1,5,27,10,37.0,1.67,0.62,0.19,0.50,19.0,1,0,0,2.8,2.8,0.10,+2.2,+2.2,Matches
Tiemoué Bakayoko,Lorient,fr FRA,MF,28,15.1,2,13,7,53.8,0.86,0.46,0.15,0.29,15.8,0,0,0,1.7,1.7,0.15,+0.3,+0.3,Matches
Formose Mendy,Lorient,sn SEN,DF,22,14.0,0,7,2,28.6,0.50,0.14,0.00,0.00,14.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Nathaniel Adjei,Lorient,gh GHA,DF,20,13.8,0,4,0,0.0,0.29,0.00,0.00,,8.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
Darlin Yongwa,Lorient,cm CMR,DF,22,12.9,1,15,5,33.3,1.16,0.39,0.07,0.20,20.6,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
Eli Junior Kroupi,Lorient,fr FRA,"FW,MF",17,12.9,5,22,12,54.5,1.71,0.93,0.23,0.42,13.7,0,0,0,3.5,3.5,0.16,+1.5,+1.5,Matches
Mohamed Bamba,Lorient,ci CIV,FW,21,12.6,8,37,17,45.9,2.93,1.34,0.19,0.41,12.1,0,1,1,6.4,5.6,0.16,+1.6,+1.4,Matches
Panos Katseris,Lorient,gr GRE,DF,22,11.6,1,17,6,35.3,1.47,0.52,0.06,0.17,16.1,0,0,0,2.1,2.1,0.12,-1.1,-1.1,Matches
Tosin Aiyegun,Lorient,bj BEN,"MF,FW",25,10.8,2,13,3,23.1,1.20,0.28,0.15,0.67,22.7,0,0,0,1.8,1.8,0.17,+0.2,+0.2,Matches
Gedeon Kalulu,Lorient,cd COD,DF,25,10.8,0,6,1,16.7,0.56,0.09,0.00,0.00,19.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Ayman Kari,Lorient,fr FRA,MF,18,10.1,1,7,3,42.9,0.69,0.30,0.14,0.33,14.6,0,0,0,0.6,0.6,0.09,+0.4,+0.4,Matches
Imran Louza,Lorient,ma MAR,MF,24,9.6,1,22,5,22.7,2.29,0.52,0.05,0.20,23.2,2,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
Benjamin Mendy,Lorient,fr FRA,DF,29,7.9,2,13,4,30.8,1.65,0.51,0.15,0.50,16.6,0,0,0,1.1,1.1,0.08,+0.9,+0.9,Matches
Jean-Victor Makengo,Lorient,fr FRA,"MF,FW",25,6.3,0,6,2,33.3,0.95,0.32,0.00,0.00,25.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Bamba Dieng,Lorient,sn SEN,FW,23,6.3,4,18,8,44.4,2.86,1.27,0.22,0.50,16.1,2,0,0,3.2,3.2,0.19,+0.8,+0.8,Matches
Vincent Le Goff,Lorient,fr FRA,"DF,MF",33,6.0,1,4,1,25.0,0.67,0.17,0.25,1.00,16.6,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches
Badredine Bouanani,Lorient,dz ALG,MF,18,4.9,1,15,5,33.3,3.05,1.02,0.07,0.20,21.1,0,0,0,1.4,1.4,0.09,-0.4,-0.4,Matches
Siriné Doucouré,Lorient,ml MLI,FW,21,4.7,1,9,5,55.6,1.91,1.06,0.11,0.20,12.6,0,0,0,0.9,0.9,0.10,+0.1,+0.1,Matches
Igor Carioca,Lorient,br BRA,"DF,MF",26,2.9,0,1,0,0.0,0.34,0.00,0.00,,19.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Bonke Innocent,Lorient,ng NGA,MF,27,2.3,0,2,1,50.0,0.86,0.43,0.00,0.00,24.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Joel Mvuka,Lorient,no NOR,"DF,FW",20,2.2,0,1,0,0.0,0.46,0.00,0.00,,18.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Loris Mouyokolo,Lorient,fr FRA,DF,22,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Aurélien Pelon,Lorient,fr FRA,DF,19,2.0,1,1,1,100.0,0.50,0.50,1.00,1.00,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pablo Pagis,Lorient,fr FRA,MF,20,1.8,0,3,1,33.3,1.64,0.55,0.00,0.00,25.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Bassirou Ndiaye,Lorient,sn SEN,FW,21,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bamo Meïté,Lorient,ci CIV,DF,21,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Dembo Sylla,Lorient,gn GUI,DF,20,1.3,0,1,0,0.0,0.76,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
Alfred Gomis,Lorient,sn SEN,GK,29,1.0,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Ibrahima Koné,Lorient,ml MLI,FW,24,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Adrian Grbić,Lorient,at AUT,FW,26,0.3,0,2,0,0.0,5.81,0.00,0.00,,23.1,1,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Gino Caoki,Lorient,fr FRA,MF,19,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Royce Openda Owaga,Lorient,ga GAB,FW,21,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Morgan Gibbs-White,Nott'ham Forest,eng ENG,"MF,FW",23,39.1,6,80,17,21.3,2.04,0.43,0.06,0.29,19.8,4,1,1,6.9,6.1,0.09,-1.9,-2.1,Matches
Murillo,Nott'ham Forest,br BRA,DF,21,35.1,0,21,8,38.1,0.60,0.23,0.00,0.00,22.6,2,0,0,1.8,1.8,0.11,-1.8,-1.8,Matches
Anthony Elanga,Nott'ham Forest,se SWE,"FW,MF",21,29.7,5,58,22,37.9,1.95,0.74,0.09,0.23,16.2,0,0,0,6.6,6.6,0.12,-1.6,-1.6,Matches
Ryan Yates,Nott'ham Forest,eng ENG,MF,25,26.8,1,43,9,20.9,1.60,0.34,0.02,0.11,18.2,0,0,0,2.6,2.6,0.08,-1.6,-1.6,Matches
Danilo,Nott'ham Forest,br BRA,MF,22,25.6,3,28,10,35.7,1.10,0.39,0.11,0.30,21.0,0,0,0,1.8,1.8,0.08,+0.2,+0.2,Matches
Chris Wood,Nott'ham Forest,nz NZL,FW,31,24.4,15,55,29,52.7,2.25,1.19,0.27,0.52,10.2,0,0,0,11.9,11.9,0.25,+2.1,+2.1,Matches
Callum Hudson-Odoi,Nott'ham Forest,eng ENG,"FW,MF",22,24.3,8,44,21,47.7,1.81,0.86,0.18,0.38,18.3,1,0,0,2.7,2.7,0.07,+5.3,+5.3,Matches
Neco Williams,Nott'ham Forest,wls WAL,DF,22,22.2,0,22,6,27.3,0.99,0.27,0.00,0.00,18.9,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
Matt Turner,Nott'ham Forest,us USA,GK,29,21.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Orel Mangala,Nott'ham Forest,be BEL,MF,25,19.7,1,10,1,10.0,0.51,0.05,0.10,1.00,18.9,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
Nicolás Domínguez,Nott'ham Forest,ar ARG,"MF,FW",25,19.4,3,32,8,25.0,1.65,0.41,0.09,0.38,16.9,0,0,0,1.3,1.3,0.06,+0.7,+0.7,Matches
Harry Toffolo,Nott'ham Forest,eng ENG,DF,27,19.4,1,8,5,62.5,0.41,0.26,0.13,0.20,14.4,0,0,0,1.6,1.6,0.21,-0.6,-0.6,Matches
Ola Aina,Nott'ham Forest,ng NGA,DF,26,18.8,1,11,1,9.1,0.59,0.05,0.09,1.00,26.6,0,0,0,0.3,0.3,0.02,+0.7,+0.7,Matches
Moussa Niakhate,Nott'ham Forest,sn SEN,DF,27,18.6,1,5,1,20.0,0.27,0.05,0.20,1.00,9.0,0,0,0,1.1,1.1,0.22,-0.1,-0.1,Matches
Willy Boly,Nott'ham Forest,ci CIV,DF,32,17.0,2,14,6,42.9,0.82,0.35,0.14,0.33,10.4,0,0,0,1.5,1.5,0.11,+0.5,+0.5,Matches
Matz Sels,Nott'ham Forest,be BEL,GK,31,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Taiwo Awoniyi,Nott'ham Forest,ng NGA,FW,25,13.2,6,29,13,44.8,2.19,0.98,0.21,0.46,11.5,0,0,0,4.7,4.7,0.22,+1.3,+1.3,Matches
Gonzalo Montiel,Nott'ham Forest,ar ARG,DF,26,12.9,0,5,0,0.0,0.39,0.00,0.00,,18.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Andrew Omobamidele,Nott'ham Forest,ie IRL,DF,21,12.2,1,2,1,50.0,0.16,0.08,0.50,1.00,5.1,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
Ibrahim Sangaré,Nott'ham Forest,ci CIV,MF,25,11.5,0,8,0,0.0,0.70,0.00,0.00,,17.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
Serge Aurier,Nott'ham Forest,ci CIV,"DF,MF",30,10.3,0,6,1,16.7,0.59,0.10,0.00,0.00,16.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Divock Origi,Nott'ham Forest,be BEL,FW,28,8.4,1,20,5,25.0,2.37,0.59,0.05,0.20,19.7,0,0,0,1.4,1.4,0.10,-1.4,-1.4,Matches
Nuno Tavares,Nott'ham Forest,pt POR,DF,23,7.7,0,10,2,20.0,1.29,0.26,0.00,0.00,26.1,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Odisseas Vlachodimos,Nott'ham Forest,gr GRE,GK,29,7.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Felipe,Nott'ham Forest,br BRA,DF,34,6.5,0,4,0,0.0,0.62,0.00,0.00,,16.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Joe Worrall,Nott'ham Forest,eng ENG,DF,26,6.1,0,2,0,0.0,0.33,0.00,0.00,,10.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Scott McKenna,Nott'ham Forest,sct SCO,DF,26,4.8,0,2,0,0.0,0.41,0.00,0.00,,10.8,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
Cheikhou Kouyaté,Nott'ham Forest,sn SEN,MF,33,3.8,0,8,1,12.5,2.08,0.26,0.00,0.00,19.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Brennan Johnson,Nott'ham Forest,wls WAL,"FW,MF",22,2.8,0,3,0,0.0,1.05,0.00,0.00,,19.7,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
